identifier,name,num_pts,record_id,status,latitude,longitude,max_wind,min_pressure,datetime
AL061853,UNNAMED,22,,HU,35.4,-57.9,70,-999,1853-09-29T18:00:00
AL061853,UNNAMED,22,,HU,35.5,-58.1,70,-999,1853-09-30T00:00:00
AL061853,UNNAMED,22,,HU,35.5,-58.2,70,-999,1853-09-30T06:00:00
AL061853,UNNAMED,22,,HU,35.8,-58.3,70,-999,1853-09-30T12:00:00
AL061853,UNNAMED,22,,HU,36.3,-58.0,70,-999,1853-09-30T18:00:00
AL061853,UNNAMED,22,,HU,37.0,-57.5,70,-999,1853-10-01T00:00:00
AL061853,UNNAMED,22,,HU,38.0,-56.8,70,-999,1853-10-01T06:00:00
AL071853,UNNAMED,1,,TS,15.0,-37.0,50,-999,1853-09-28T12:00:00
AL081853,UNNAMED,14,,HU,27.5,-78.5,70,-999,1853-10-19T00:00:00
AL081853,UNNAMED,14,,HU,28.0,-78.9,70,-999,1853-10-19T06:00:00
AL081853,UNNAMED,14,,HU,28.5,-79.3,80,-999,1853-10-19T12:00:00
AL081853,UNNAMED,14,,HU,28.9,-79.6,80,-999,1853-10-19T18:00:00
AL081853,UNNAMED,14,,HU,29.3,-79.9,80,-999,1853-10-20T00:00:00
AL081853,UNNAMED,14,,HU,29.7,-80.2,80,-999,1853-10-20T06:00:00
AL081853,UNNAMED,14,,HU,30.0,-80.5,90,-999,1853-10-20T12:00:00
AL081853,UNNAMED,14,,HU,30.3,-80.7,90,-999,1853-10-20T18:00:00
AL081853,UNNAMED,14,,HU,30.6,-80.9,90,-999,1853-10-21T00:00:00
AL081853,UNNAMED,14,,HU,30.9,-80.9,90,-999,1853-10-21T06:00:00
AL081853,UNNAMED,14,,HU,31.3,-80.6,80,-999,1853-10-21T12:00:00
AL081853,UNNAMED,14,,HU,31.7,-80.1,80,-999,1853-10-21T18:00:00
AL081853,UNNAMED,14,,HU,32.1,-79.4,80,-999,1853-10-22T00:00:00
AL081853,UNNAMED,14,,HU,32.5,-78.5,80,-999,1853-10-22T06:00:00
AL011854,UNNAMED,11,,TS,26.0,-92.5,60,-999,1854-06-25T00:00:00
AL011854,UNNAMED,11,,TS,26.0,-93.0,60,-999,1854-06-25T06:00:00
AL011854,UNNAMED,11,,HU,26.0,-93.5,70,-999,1854-06-25T12:00:00
AL011854,UNNAMED,11,,HU,26.0,-94.0,70,-999,1854-06-25T18:00:00
AL011854,UNNAMED,11,,HU,26.0,-94.7,70,-999,1854-06-26T00:00:00
AL011854,UNNAMED,11,,HU,26.1,-95.7,70,-999,1854-06-26T06:00:00
AL011854,UNNAMED,11,L,HU,26.2,-97.0,70,-999,1854-06-26T12:00:00
AL011854,UNNAMED,11,,TS,26.4,-98.5,50,-999,1854-06-26T18:00:00
AL011854,UNNAMED,11,,TS,26.8,-100.0,40,-999,1854-06-27T00:00:00
AL011854,UNNAMED,11,,TS,27.4,-101.5,40,-999,1854-06-27T06:00:00
AL011854,UNNAMED,11,,TS,28.0,-103.0,40,-999,1854-06-27T12:00:00
AL021854,UNNAMED,1,,TS,33.0,-55.0,60,-999,1854-08-23T12:00:00
AL031854,UNNAMED,25,,HU,26.4,-76.6,110,-999,1854-09-07T00:00:00
AL031854,UNNAMED,25,,HU,27.2,-77.6,110,-999,1854-09-07T06:00:00
AL031854,UNNAMED,25,,HU,28.0,-78.6,110,938,1854-09-07T12:00:00
AL031854,UNNAMED,25,,HU,28.8,-79.6,110,-999,1854-09-07T18:00:00
AL031854,UNNAMED,25,,HU,29.6,-80.3,110,-999,1854-09-08T00:00:00
AL031854,UNNAMED,25,,HU,30.4,-80.6,110,-999,1854-09-08T06:00:00
AL031854,UNNAMED,25,,HU,31.1,-80.9,100,-999,1854-09-08T12:00:00
AL031854,UNNAMED,25,,HU,31.6,-81.1,100,950,1854-09-08T18:00:00
AL031854,UNNAMED,25,L,HU,31.7,-81.1,100,950,1854-09-08T20:00:00
AL031854,UNNAMED,25,,HU,32.0,-81.3,80,-999,1854-09-09T00:00:00
AL031854,UNNAMED,25,,HU,32.5,-81.5,70,-999,1854-09-09T06:00:00
AL031854,UNNAMED,25,,TS,33.2,-81.5,60,-999,1854-09-09T12:00:00
AL031854,UNNAMED,25,,TS,34.3,-80.5,50,-999,1854-09-09T18:00:00
AL031854,UNNAMED,25,,TS,35.5,-78.1,40,-999,1854-09-10T00:00:00
AL031854,UNNAMED,25,,TS,36.8,-75.9,40,-999,1854-09-10T06:00:00
AL031854,UNNAMED,25,,TS,37.8,-74.0,50,-999,1854-09-10T12:00:00
AL031854,UNNAMED,25,,TS,38.4,-71.9,60,-999,1854-09-10T18:00:00
AL031854,UNNAMED,25,,HU,38.8,-69.5,70,-999,1854-09-11T00:00:00
AL031854,UNNAMED,25,,HU,39.0,-67.3,80,-999,1854-09-11T06:00:00
AL031854,UNNAMED,25,,HU,39.4,-65.0,90,-999,1854-09-11T12:00:00
AL031854,UNNAMED,25,,HU,39.5,-61.8,90,-999,1854-09-11T18:00:00
AL031854,UNNAMED,25,,HU,39.8,-58.3,90,-999,1854-09-12T00:00:00
AL031854,UNNAMED,25,,HU,40.0,-55.1,90,-999,1854-09-12T06:00:00
AL031854,UNNAMED,25,,HU,40.0,-52.0,80,-999,1854-09-12T12:00:00
AL031854,UNNAMED,25,,HU,40.2,-48.0,80,-999,1854-09-12T18:00:00
AL041854,UNNAMED,11,,HU,28.2,-93.6,90,-999,1854-09-18T00:00:00
AL041854,UNNAMED,11,,HU,28.4,-94.1,90,-999,1854-09-18T06:00:00
AL041854,UNNAMED,11,,HU,28.6,-94.6,90,-999,1854-09-18T12:00:00
AL041854,UNNAMED,11,,HU,28.8,-95.1,90,-999,1854-09-18T18:00:00
AL041854,UNNAMED,11,L,HU,28.9,-95.3,90,-999,1854-09-18T21:00:00
AL041854,UNNAMED,11,,HU,29.0,-95.6,80,-999,1854-09-19T00:00:00
AL041854,UNNAMED,11,,HU,29.2,-96.1,70,-999,1854-09-19T06:00:00
AL041854,UNNAMED,11,,TS,29.4,-96.5,60,-999,1854-09-19T12:00:00
AL041854,UNNAMED,11,,TS,29.7,-96.6,60,-999,1854-09-19T18:00:00
AL041854,UNNAMED,11,,TS,30.0,-96.4,50,-999,1854-09-20T00:00:00
AL041854,UNNAMED,11,,TS,30.3,-96.0,40,-999,1854-09-20T06:00:00
AL051854,UNNAMED,12,,TS,25.0,-67.6,50,-999,1854-10-20T00:00:00
AL051854,UNNAMED,12,,TS,25.8,-67.6,50,-999,1854-10-20T06:00:00
AL051854,UNNAMED,12,,TS,26.7,-67.6,50,-999,1854-10-20T12:00:00
AL051854,UNNAMED,12,,TS,27.6,-67.5,50,-999,1854-10-20T18:00:00
AL051854,UNNAMED,12,,TS,28.6,-67.3,60,-999,1854-10-21T00:00:00
AL051854,UNNAMED,12,,TS,29.5,-67.0,60,-999,1854-10-21T06:00:00
AL051854,UNNAMED,12,,TS,30.3,-66.6,60,-999,1854-10-21T12:00:00
AL051854,UNNAMED,12,,TS,31.5,-65.6,60,-999,1854-10-21T18:00:00
AL051854,UNNAMED,12,,TS,32.4,-64.3,60,-999,1854-10-22T00:00:00
AL051854,UNNAMED,12,,TS,33.0,-62.8,60,-999,1854-10-22T06:00:00
AL051854,UNNAMED,12,,TS,33.5,-61.0,50,-999,1854-10-22T12:00:00
AL051854,UNNAMED,12,,TS,34.2,-58.7,50,-999,1854-10-22T18:00:00
AL011855,UNNAMED,1,,HU,22.2,-98.0,90,-999,1855-08-06T12:00:00
AL021855,UNNAMED,6,,HU,44.0,-42.0,90,-999,1855-08-10T00:00:00
AL021855,UNNAMED,6,,HU,46.0,-39.0,90,-999,1855-08-10T06:00:00
AL021855,UNNAMED,6,,HU,48.0,-36.0,90,-999,1855-08-10T12:00:00
AL021855,UNNAMED,6,,HU,50.0,-32.5,90,-999,1855-08-10T18:00:00
AL021855,UNNAMED,6,,HU,52.0,-29.0,90,-999,1855-08-11T00:00:00
AL021855,UNNAMED,6,,HU,54.0,-24.0,90,-999,1855-08-11T06:00:00
AL031855,UNNAMED,1,,HU,12.5,-83.0,70,-999,1855-08-11T12:00:00
AL041855,UNNAMED,16,,TS,12.0,-55.9,50,-999,1855-08-24T00:00:00
AL041855,UNNAMED,16,,TS,12.0,-57.1,50,-999,1855-08-24T06:00:00
AL041855,UNNAMED,16,,TS,12.1,-58.3,50,-999,1855-08-24T12:00:00
AL041855,UNNAMED,16,,TS,12.3,-59.5,50,-999,1855-08-24T18:00:00
AL041855,UNNAMED,16,,TS,12.8,-60.7,60,-999,1855-08-25T00:00:00
AL041855,UNNAMED,16,,TS,13.5,-61.9,60,-999,1855-08-25T06:00:00
AL041855,UNNAMED,16,,TS,14.1,-62.8,60,-999,1855-08-25T12:00:00
AL041855,UNNAMED,16,,TS,14.8,-63.7,60,-999,1855-08-25T18:00:00
AL041855,UNNAMED,16,,TS,15.6,-64.4,60,-999,1855-08-26T00:00:00
AL041855,UNNAMED,16,,TS,16.4,-65.4,60,-999,1855-08-26T06:00:00
AL041855,UNNAMED,16,,TS,17.1,-66.5,60,-999,1855-08-26T12:00:00
AL041855,UNNAMED,16,,TS,17.7,-67.9,60,-999,1855-08-26T18:00:00
AL041855,UNNAMED,16,,TS,18.4,-69.5,50,997,1855-08-27T00:00:00
AL041855,UNNAMED,16,,TS,19.2,-71.1,50,-999,1855-08-27T06:00:00
AL041855,UNNAMED,16,,TS,19.5,-72.3,40,-999,1855-08-27T12:00:00
AL041855,UNNAMED,16,,TS,19.7,-73.6,40,-999,1855-08-27T18:00:00
AL051855,UNNAMED,11,,HU,26.7,-89.1,70,-999,1855-09-15T00:00:00
AL051855,UNNAMED,11,,HU,27.1,-89.1,80,-999,1855-09-15T06:00:00
AL051855,UNNAMED,11,,HU,27.5,-89.3,90,-999,1855-09-15T12:00:00
AL051855,UNNAMED,11,,HU,28.1,-89.4,100,-999,1855-09-15T18:00:00
AL051855,UNNAMED,11,,HU,28.8,-89.5,110,-999,1855-09-16T00:00:00
AL051855,UNNAMED,11,L,HU,29.2,-89.5,110,-999,1855-09-16T03:00:00
AL051855,UNNAMED,11,,HU,29.6,-89.5,110,-999,1855-09-16T06:00:00
AL051855,UNNAMED,11,,HU,30.2,-89.4,100,-999,1855-09-16T12:00:00
AL051855,UNNAMED,11,,HU,31.0,-89.1,70,-999,1855-09-16T18:00:00
AL051855,UNNAMED,11,,TS,32.0,-88.8,50,-999,1855-09-17T00:00:00
AL051855,UNNAMED,11,,TS,33.0,-88.3,40,-999,1855-09-17T06:00:00
AL011856,UNNAMED,14,,HU,25.0,-83.9,70,-999,1856-08-09T00:00:00
AL011856,UNNAMED,14,,HU,25.7,-85.1,80,-999,1856-08-09T06:00:00
AL011856,UNNAMED,14,,HU,26.3,-86.5,90,-999,1856-08-09T12:00:00
AL011856,UNNAMED,14,,HU,27.0,-87.8,100,-999,1856-08-09T18:00:00
AL011856,UNNAMED,14,,HU,27.7,-89.1,110,-999,1856-08-10T00:00:00
AL011856,UNNAMED,14,,HU,28.2,-89.8,120,-999,1856-08-10T06:00:00
AL011856,UNNAMED,14,,HU,28.7,-90.5,130,-999,1856-08-10T12:00:00
AL011856,UNNAMED,14,L,HU,29.2,-91.1,130,934,1856-08-10T18:00:00
AL011856,UNNAMED,14,,HU,29.7,-91.6,110,-999,1856-08-11T00:00:00
AL011856,UNNAMED,14,,HU,30.0,-91.8,80,-999,1856-08-11T06:00:00
AL011856,UNNAMED,14,,TS,30.3,-91.9,60,-999,1856-08-11T12:00:00
AL011856,UNNAMED,14,,TS,30.6,-91.8,50,-999,1856-08-11T18:00:00
AL011856,UNNAMED,14,,TS,30.9,-91.6,40,-999,1856-08-12T00:00:00
AL011856,UNNAMED,14,,TS,31.3,-91.0,40,-999,1856-08-12T06:00:00
AL021856,UNNAMED,8,,HU,12.1,-56.1,70,-999,1856-08-13T00:00:00
AL021856,UNNAMED,8,,HU,12.1,-57.3,70,-999,1856-08-13T06:00:00
AL021856,UNNAMED,8,,HU,12.1,-58.5,70,-999,1856-08-13T12:00:00
AL021856,UNNAMED,8,,HU,12.1,-60.1,70,-999,1856-08-13T18:00:00
AL021856,UNNAMED,8,,HU,12.1,-61.8,70,-999,1856-08-14T00:00:00
AL021856,UNNAMED,8,,HU,12.1,-63.2,70,-999,1856-08-14T06:00:00
AL021856,UNNAMED,8,,HU,12.1,-64.5,70,-999,1856-08-14T12:00:00
AL021856,UNNAMED,8,,HU,12.1,-65.6,70,-999,1856-08-14T18:00:00
AL031856,UNNAMED,12,,TS,32.5,-75.5,50,-999,1856-08-19T00:00:00
AL031856,UNNAMED,12,,TS,33.8,-76.0,50,-999,1856-08-19T06:00:00
AL031856,UNNAMED,12,L,TS,34.8,-76.4,50,-999,1856-08-19T11:00:00
AL031856,UNNAMED,12,,TS,35.0,-76.5,50,-999,1856-08-19T12:00:00
AL031856,UNNAMED,12,,TS,36.0,-76.3,50,-999,1856-08-19T18:00:00
AL031856,UNNAMED,12,,TS,37.0,-76.0,50,-999,1856-08-20T00:00:00
AL031856,UNNAMED,12,,TS,38.0,-75.3,50,-999,1856-08-20T06:00:00
AL031856,UNNAMED,12,,TS,39.0,-74.3,50,-999,1856-08-20T12:00:00
AL031856,UNNAMED,12,,TS,39.8,-73.0,50,-999,1856-08-20T18:00:00
AL031856,UNNAMED,12,,TS,40.4,-71.5,50,-999,1856-08-21T00:00:00
AL031856,UNNAMED,12,,TS,40.8,-69.5,50,-999,1856-08-21T06:00:00
AL031856,UNNAMED,12,,TS,41.0,-67.0,50,-999,1856-08-21T12:00:00
AL041856,UNNAMED,1,,TS,23.0,-82.5,50,-999,1856-08-21T12:00:00
AL051856,UNNAMED,40,,HU,21.0,-69.8,70,-999,1856-08-25T00:00:00
AL051856,UNNAMED,40,,HU,21.0,-70.8,70,-999,1856-08-25T06:00:00
AL051856,UNNAMED,40,,HU,21.1,-71.9,70,-999,1856-08-25T12:00:00
AL051856,UNNAMED,40,,HU,21.2,-72.8,70,-999,1856-08-25T18:00:00
AL051856,UNNAMED,40,,HU,21.6,-73.9,70,-999,1856-08-26T00:00:00
AL051856,UNNAMED,40,,HU,21.7,-74.8,70,-999,1856-08-26T06:00:00
AL051856,UNNAMED,40,,HU,22.0,-75.9,80,-999,1856-08-26T12:00:00
AL051856,UNNAMED,40,,HU,22.2,-76.6,80,-999,1856-08-26T18:00:00
AL051856,UNNAMED,40,,HU,22.4,-77.6,80,-999,1856-08-27T00:00:00
AL051856,UNNAMED,40,,HU,22.6,-78.6,80,-999,1856-08-27T06:00:00
AL051856,UNNAMED,40,,HU,22.7,-79.5,90,-999,1856-08-27T12:00:00
AL051856,UNNAMED,40,,HU,22.7,-80.6,80,-999,1856-08-27T18:00:00
AL051856,UNNAMED,40,,HU,22.9,-81.6,80,-999,1856-08-28T00:00:00
AL051856,UNNAMED,40,,HU,23.0,-82.9,90,969,1856-08-28T06:00:00
AL051856,UNNAMED,40,,HU,23.2,-84.0,90,-999,1856-08-28T12:00:00
AL051856,UNNAMED,40,,HU,23.6,-84.6,90,-999,1856-08-28T18:00:00
AL051856,UNNAMED,40,,HU,23.9,-85.1,90,-999,1856-08-29T00:00:00
AL051856,UNNAMED,40,,HU,24.2,-85.6,90,-999,1856-08-29T06:00:00
AL051856,UNNAMED,40,,HU,24.7,-86.4,90,-999,1856-08-29T12:00:00
AL051856,UNNAMED,40,,HU,24.9,-86.8,90,-999,1856-08-29T18:00:00
AL051856,UNNAMED,40,,HU,25.2,-87.1,100,-999,1856-08-30T00:00:00
AL051856,UNNAMED,40,,HU,25.6,-87.3,100,-999,1856-08-30T06:00:00
AL051856,UNNAMED,40,,HU,26.2,-87.4,100,-999,1856-08-30T12:00:00
AL051856,UNNAMED,40,,HU,27.5,-87.3,100,-999,1856-08-30T18:00:00
AL051856,UNNAMED,40,,HU,28.9,-86.6,90,-999,1856-08-31T00:00:00
AL051856,UNNAMED,40,L,HU,30.2,-85.9,90,-999,1856-08-31T06:00:00
AL051856,UNNAMED,40,,HU,31.1,-84.8,70,-999,1856-08-31T12:00:00
AL051856,UNNAMED,40,,TS,32.2,-83.3,60,-999,1856-08-31T18:00:00
AL051856,UNNAMED,40,,TS,33.0,-81.6,50,-999,1856-09-01T00:00:00
AL051856,UNNAMED,40,,TS,34.0,-79.6,50,-999,1856-09-01T06:00:00
AL051856,UNNAMED,40,,TS,34.7,-77.9,50,-999,1856-09-01T12:00:00
AL051856,UNNAMED,40,,TS,35.5,-75.3,50,-999,1856-09-01T18:00:00
AL051856,UNNAMED,40,,TS,36.3,-72.8,50,-999,1856-09-02T00:00:00
AL051856,UNNAMED,40,,TS,36.8,-70.0,50,-999,1856-09-02T06:00:00
AL051856,UNNAMED,40,,TS,37.2,-67.3,50,-999,1856-09-02T12:00:00
AL051856,UNNAMED,40,,TS,37.7,-64.6,50,-999,1856-09-02T18:00:00
AL051856,UNNAMED,40,,TS,38.2,-61.8,50,-999,1856-09-03T00:00:00
AL051856,UNNAMED,40,,TS,38.8,-58.6,50,-999,1856-09-03T06:00:00
AL051856,UNNAMED,40,,TS,39.0,-56.0,50,-999,1856-09-03T12:00:00
AL051856,UNNAMED,40,,TS,39.5,-52.3,50,-999,1856-09-03T18:00:00
AL061856,UNNAMED,20,,TS,32.0,-48.8,50,-999,1856-09-18T00:00:00
AL061856,UNNAMED,20,,TS,32.5,-48.9,50,-999,1856-09-18T06:00:00
AL061856,UNNAMED,20,,TS,32.9,-49.0,50,-999,1856-09-18T12:00:00
AL061856,UNNAMED,20,,TS,33.5,-49.3,50,-999,1856-09-18T18:00:00
AL061856,UNNAMED,20,,TS,34.5,-49.8,60,-999,1856-09-19T00:00:00
AL061856,UNNAMED,20,,TS,35.2,-50.5,60,-999,1856-09-19T06:00:00
AL061856,UNNAMED,20,,HU,35.6,-51.0,70,-999,1856-09-19T12:00:00
AL061856,UNNAMED,20,,HU,35.8,-51.4,70,-999,1856-09-19T18:00:00
AL061856,UNNAMED,20,,HU,36.0,-51.7,70,-999,1856-09-20T00:00:00
AL061856,UNNAMED,20,,HU,36.1,-52.0,70,-999,1856-09-20T06:00:00
AL061856,UNNAMED,20,,HU,36.2,-52.3,70,-999,1856-09-20T12:00:00
AL061856,UNNAMED,20,,HU,36.3,-52.4,70,-999,1856-09-20T18:00:00
AL061856,UNNAMED,20,,TS,36.4,-52.5,60,-999,1856-09-21T00:00:00
AL061856,UNNAMED,20,,TS,36.5,-52.6,60,-999,1856-09-21T06:00:00
AL061856,UNNAMED,20,,TS,36.5,-52.7,60,-999,1856-09-21T12:00:00
AL061856,UNNAMED,20,,TS,36.5,-52.8,60,-999,1856-09-21T18:00:00
AL061856,UNNAMED,20,,TS,36.5,-52.9,60,-999,1856-09-22T00:00:00
AL061856,UNNAMED,20,,TS,36.5,-53.0,60,-999,1856-09-22T06:00:00
AL061856,UNNAMED,20,,TS,36.5,-53.0,60,-999,1856-09-22T12:00:00
AL061856,UNNAMED,20,,TS,36.5,-53.0,60,-999,1856-09-22T18:00:00
AL011857,UNNAMED,8,,TS,34.0,-74.5,50,-999,1857-06-30T00:00:00
AL011857,UNNAMED,8,,TS,34.5,-73.8,50,-999,1857-06-30T06:00:00
AL011857,UNNAMED,8,,TS,35.0,-72.6,50,-999,1857-06-30T12:00:00
AL011857,UNNAMED,8,,TS,35.2,-71.4,50,-999,1857-06-30T18:00:00
AL011857,UNNAMED,8,,TS,35.4,-70.1,50,-999,1857-07-01T00:00:00
AL011857,UNNAMED,8,,TS,35.5,-68.9,50,-999,1857-07-01T06:00:00
AL011857,UNNAMED,8,,TS,35.8,-67.6,50,-999,1857-07-01T12:00:00
AL011857,UNNAMED,8,,TS,36.0,-66.0,50,-999,1857-07-01T18:00:00
AL021857,UNNAMED,47,,TS,26.5,-73.0,40,-999,1857-09-06T18:00:00
AL021857,UNNAMED,47,,TS,26.7,-72.8,40,-999,1857-09-07T00:00:00
AL021857,UNNAMED,47,,TS,26.9,-72.6,40,-999,1857-09-07T06:00:00
AL021857,UNNAMED,47,,TS,27.2,-72.4,50,-999,1857-09-07T12:00:00
AL021857,UNNAMED,47,,TS,27.5,-72.3,50,-999,1857-09-07T18:00:00
AL021857,UNNAMED,47,,TS,27.7,-72.5,50,-999,1857-09-08T00:00:00
AL021857,UNNAMED,47,,TS,27.9,-72.7,50,-999,1857-09-08T06:00:00
AL021857,UNNAMED,47,,TS,28.1,-72.9,60,-999,1857-09-08T12:00:00
AL021857,UNNAMED,47,,TS,28.3,-73.0,60,-999,1857-09-08T18:00:00
AL021857,UNNAMED,47,,TS,28.7,-73.6,60,-999,1857-09-09T00:00:00
AL021857,UNNAMED,47,,HU,29.1,-74.2,70,-999,1857-09-09T06:00:00
AL021857,UNNAMED,47,,HU,29.5,-74.7,70,-999,1857-09-09T12:00:00
AL021857,UNNAMED,47,,HU,29.9,-75.3,70,-999,1857-09-09T18:00:00
AL021857,UNNAMED,47,,HU,30.2,-75.8,70,-999,1857-09-10T00:00:00
AL021857,UNNAMED,47,,HU,30.5,-76.2,70,-999,1857-09-10T06:00:00
AL021857,UNNAMED,47,,HU,30.7,-76.7,80,-999,1857-09-10T12:00:00
AL021857,UNNAMED,47,,HU,31.0,-77.1,80,-999,1857-09-10T18:00:00
AL021857,UNNAMED,47,,HU,31.2,-77.4,90,-999,1857-09-11T00:00:00
AL021857,UNNAMED,47,,HU,31.5,-77.7,90,-999,1857-09-11T06:00:00
AL021857,UNNAMED,47,,HU,31.7,-78.0,90,-999,1857-09-11T12:00:00
AL021857,UNNAMED,47,,HU,32.1,-78.2,90,-999,1857-09-11T18:00:00
AL021857,UNNAMED,47,,HU,32.3,-78.2,90,-999,1857-09-12T00:00:00
AL021857,UNNAMED,47,,HU,32.5,-78.3,90,-999,1857-09-12T06:00:00
AL021857,UNNAMED,47,,HU,32.8,-78.3,90,-999,1857-09-12T12:00:00
AL021857,UNNAMED,47,,HU,33.3,-78.3,90,961,1857-09-12T18:00:00
AL021857,UNNAMED,47,L,HU,33.9,-78.0,90,-999,1857-09-13T00:00:00
AL021857,UNNAMED,47,,HU,34.5,-77.5,80,-999,1857-09-13T06:00:00
AL021857,UNNAMED,47,,HU,34.9,-77.1,70,-999,1857-09-13T12:00:00
AL021857,UNNAMED,47,,TS,35.5,-76.5,60,-999,1857-09-13T18:00:00
AL021857,UNNAMED,47,,TS,36.0,-76.2,50,-999,1857-09-14T00:00:00
AL021857,UNNAMED,47,,TS,36.3,-75.8,50,-999,1857-09-14T06:00:00
AL021857,UNNAMED,47,,TS,36.5,-74.9,50,-999,1857-09-14T12:00:00
AL021857,UNNAMED,47,,TS,36.8,-73.5,60,-999,1857-09-14T18:00:00
AL021857,UNNAMED,47,,TS,37.6,-71.8,60,-999,1857-09-15T00:00:00
AL021857,UNNAMED,47,,HU,38.5,-69.8,70,-999,1857-09-15T06:00:00
AL021857,UNNAMED,47,,HU,39.4,-67.6,80,-999,1857-09-15T12:00:00
AL021857,UNNAMED,47,,HU,40.3,-65.2,80,-999,1857-09-15T18:00:00
AL021857,UNNAMED,47,,HU,41.2,-61.7,80,-999,1857-09-16T00:00:00
AL021857,UNNAMED,47,,HU,42.1,-58.9,80,-999,1857-09-16T06:00:00
AL021857,UNNAMED,47,,HU,43.0,-56.0,80,-999,1857-09-16T12:00:00
AL021857,UNNAMED,47,,HU,44.0,-53.0,80,-999,1857-09-16T18:00:00
AL021857,UNNAMED,47,,HU,45.0,-50.0,80,-999,1857-09-17T00:00:00
AL021857,UNNAMED,47,,HU,46.0,-46.0,70,-999,1857-09-17T06:00:00
AL021857,UNNAMED,47,,TS,47.0,-42.0,60,-999,1857-09-17T12:00:00
AL021857,UNNAMED,47,,EX,48.0,-38.0,50,-999,1857-09-17T18:00:00
AL021857,UNNAMED,47,,EX,49.0,-34.0,40,-999,1857-09-18T00:00:00
AL021857,UNNAMED,47,,EX,50.0,-30.0,40,-999,1857-09-18T06:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-22T00:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-22T06:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-22T12:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-22T18:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-23T00:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-23T06:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-23T12:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-23T18:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-24T00:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-24T06:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-24T12:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-24T18:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-25T00:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-25T06:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-25T12:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-25T18:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-26T00:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-26T06:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-26T12:00:00
AL031857,UNNAMED,20,,HU,32.5,-73.5,70,-999,1857-09-26T18:00:00
AL041857,UNNAMED,29,,TS,16.0,-54.7,50,-999,1857-09-24T00:00:00
AL041857,UNNAMED,29,,TS,16.0,-56.2,50,-999,1857-09-24T06:00:00
AL041857,UNNAMED,29,,TS,16.0,-57.7,50,-999,1857-09-24T12:00:00
AL041857,UNNAMED,29,,TS,16.0,-59.2,50,-999,1857-09-24T18:00:00
AL041857,UNNAMED,29,,TS,16.0,-61.1,60,-999,1857-09-25T00:00:00
AL041857,UNNAMED,29,,TS,16.0,-63.0,60,-999,1857-09-25T06:00:00
AL041857,UNNAMED,29,,TS,16.0,-64.6,60,-999,1857-09-25T12:00:00
AL041857,UNNAMED,29,,TS,16.0,-66.8,60,-999,1857-09-25T18:00:00
AL041857,UNNAMED,29,,HU,16.0,-68.5,70,-999,1857-09-26T00:00:00
AL041857,UNNAMED,29,,HU,16.0,-70.3,70,-999,1857-09-26T06:00:00
AL041857,UNNAMED,29,,HU,16.1,-72.1,70,-999,1857-09-26T12:00:00
AL041857,UNNAMED,29,,HU,16.2,-73.9,70,-999,1857-09-26T18:00:00
AL041857,UNNAMED,29,,HU,16.6,-75.8,80,-999,1857-09-27T00:00:00
AL041857,UNNAMED,29,,HU,17.0,-78.0,80,-999,1857-09-27T06:00:00
AL041857,UNNAMED,29,,HU,17.7,-80.1,80,-999,1857-09-27T12:00:00
AL041857,UNNAMED,29,,HU,18.2,-81.4,80,-999,1857-09-27T18:00:00
AL041857,UNNAMED,29,,HU,19.0,-82.9,90,-999,1857-09-28T00:00:00
AL041857,UNNAMED,29,,HU,19.7,-84.1,90,-999,1857-09-28T06:00:00
AL041857,UNNAMED,29,,HU,20.2,-85.3,90,-999,1857-09-28T12:00:00
AL041857,UNNAMED,29,,HU,21.0,-86.5,90,-999,1857-09-28T18:00:00
AL041857,UNNAMED,29,,HU,21.7,-87.9,70,-999,1857-09-29T00:00:00
AL041857,UNNAMED,29,,TS,22.2,-89.4,60,-999,1857-09-29T06:00:00
AL041857,UNNAMED,29,,TS,23.0,-91.0,60,-999,1857-09-29T12:00:00
